time,temp *C,humidity %
3443.05,23.83,64.86
3444.10,23.83,64.83
3445.14,23.82,64.86
3446.18,23.83,64.80
3447.23,23.85,64.83
3448.27,23.85,64.80
3449.32,23.83,64.78
3450.36,23.83,64.75
3451.40,23.85,64.77
3452.45,23.83,64.75
3453.49,23.85,64.75
3454.53,23.85,64.75
3455.58,23.82,64.71
3456.62,23.83,64.71
3457.67,23.83,64.69
3458.71,23.83,64.71
3459.75,23.80,64.68
3460.80,23.82,64.66
3461.84,23.83,64.66
3462.88,23.83,64.65
3463.93,23.83,64.60
3464.97,23.83,64.65
3466.01,23.83,64.59
3467.06,23.85,64.63
3468.10,23.83,64.59
3469.15,23.83,64.57
3470.19,23.83,64.56
3471.23,23.82,64.55
3472.28,23.82,64.55
3473.32,23.82,64.54
3474.36,23.82,64.50
3475.41,23.82,64.48
3476.45,23.85,64.52
3477.49,23.82,64.47
3478.54,23.80,64.48
3479.58,23.80,64.47
3480.63,23.83,64.46
3481.67,23.80,64.46
3482.71,23.80,64.42
3483.76,23.82,64.44
3484.80,23.83,64.42
3485.84,23.79,64.42
3486.89,23.83,64.39
3487.93,23.80,64.39
3488.97,23.80,64.37
3490.02,23.80,64.38
3491.06,23.83,64.36
3492.11,23.85,64.34
3493.15,23.82,64.31
3494.19,23.85,64.30
3495.24,23.82,64.30
3496.28,23.82,64.28
3497.32,23.82,64.29
3498.37,23.80,64.29
3499.41,23.82,64.28
3500.45,23.80,64.26
3501.50,23.80,64.27
3502.54,23.80,64.26
3503.59,23.82,64.23
3504.63,23.82,64.21
3505.67,23.83,64.19
3506.72,23.80,64.19
3507.76,23.82,64.15
3508.80,23.79,64.18
3509.85,23.82,64.18
3510.89,23.80,64.14
3511.94,23.80,64.14
3512.98,23.79,64.11
3514.02,23.80,64.12
3515.07,23.79,64.10
3516.11,23.80,64.09
3517.15,23.82,64.10
3518.20,23.79,64.06
3519.24,23.83,64.05
3520.29,23.80,64.04
3521.33,23.80,64.06
3522.37,23.83,64.03
3523.42,23.82,64.02
3524.46,23.80,64.02
3525.50,23.82,64.02
3526.55,23.82,64.00
3527.59,23.80,63.98
3528.63,23.80,63.98
3529.68,23.80,63.94
3530.72,23.79,63.94
3531.77,23.82,63.96
3532.81,23.83,63.95
3533.85,23.80,63.92
3534.90,23.82,63.87
3535.94,23.80,63.89
3536.98,23.83,63.91
3538.03,23.79,63.88
3539.07,23.79,63.87
3540.11,23.80,63.86
3541.16,23.80,63.84
3542.20,23.79,63.83
3543.25,23.80,63.82
3544.29,23.80,63.80
3545.33,23.80,63.83
3546.38,23.80,63.79
3547.42,23.82,63.76
3548.46,23.80,63.78
3549.51,23.80,63.75
3550.55,23.83,63.74
3551.60,23.80,63.74
3552.64,23.79,63.75
3553.68,23.80,63.72
3554.72,23.79,63.72
3555.77,23.80,63.70
3556.81,23.80,63.64
3557.86,23.80,63.66
3558.90,23.80,63.65
3559.94,23.80,63.65
3560.99,23.80,63.65
3562.03,23.82,63.62
3563.08,23.79,63.61
3564.12,23.80,63.61
3565.16,23.79,63.60
3566.20,23.79,63.59
3567.25,23.79,63.58
3568.29,23.79,63.59
3569.34,23.80,63.58
3570.38,23.80,63.56
3571.42,23.80,63.56
3572.47,23.79,63.55
3573.51,23.79,63.48
3574.56,23.79,63.50
3575.60,23.80,63.48
3576.64,23.78,63.49
3577.69,23.79,63.49
3578.73,23.79,63.46
3579.77,23.79,63.45
3580.82,23.82,63.44
3581.86,23.82,63.43
3582.91,23.80,63.40
3583.95,23.79,63.44
3584.99,23.78,63.37
3586.04,23.80,63.37
3587.08,23.78,63.37
3588.12,23.79,63.38
3589.17,23.80,63.39
3590.21,23.82,63.36
3591.25,23.79,63.36
3592.30,23.79,63.33
3593.34,23.82,63.33
3594.39,23.79,63.31
3595.43,23.82,63.30
3596.47,23.79,63.27
3597.52,23.76,63.25
3598.56,23.80,63.29
3599.60,23.79,63.23
3600.65,23.79,63.23
3601.69,23.80,63.21
3602.73,23.80,63.21
3603.78,23.79,63.20
3604.82,23.80,63.19
3605.87,23.79,63.19
3606.91,23.78,63.15
3607.95,23.79,63.16
3609.00,23.79,63.16
3610.04,23.80,63.17
3611.08,23.78,63.13
3612.13,23.79,63.16
3613.17,23.78,63.10
3614.21,23.78,63.07
3615.26,23.78,63.11
3616.30,23.79,63.09
3617.35,23.78,63.07
3618.39,23.82,63.07
3619.43,23.80,63.02
3620.48,23.80,62.99
3621.52,23.79,63.00
3622.56,23.76,63.00
3623.61,23.79,63.00
3624.65,23.82,63.00
3625.69,23.78,62.99
3626.74,23.79,62.98
3627.78,23.79,62.99
3628.83,23.79,62.95
3629.87,23.79,62.96
3630.91,23.80,62.92
3631.96,23.80,62.93
3633.00,23.80,62.90
3634.04,23.80,62.90
3635.09,23.85,62.87
3636.13,23.83,62.87
3637.18,23.83,62.87
3638.22,23.82,62.82
3639.26,23.82,62.81
3640.31,23.83,62.82
3641.35,23.83,62.78
3642.39,23.83,62.78
3643.44,23.82,62.82
3644.48,23.83,62.77
3645.52,23.82,62.75
3646.57,23.86,62.77
3647.61,23.82,62.78
3648.66,23.85,62.70
3649.70,23.85,62.71
3650.74,23.83,62.69
3651.79,23.83,62.68
3652.83,23.85,62.67
3653.87,23.86,62.68
3654.92,23.83,62.67
3655.96,23.85,62.64
3657.01,23.85,62.61
3658.05,23.85,62.61
3659.09,23.85,62.59
3660.14,23.85,62.62
3661.18,23.85,62.59
3662.22,23.85,62.57
3663.27,23.86,62.57
3664.31,23.86,62.58
3665.35,23.85,62.52
3666.40,23.86,62.50
3667.44,23.85,62.51
3668.48,23.86,62.55
3669.53,23.85,62.48
3670.57,23.85,62.52
3671.62,23.85,62.46
3672.66,23.83,62.44
3673.70,23.83,62.45
3674.75,23.83,62.44
3675.79,23.85,62.42
3676.83,23.85,62.43
3677.88,23.85,62.41
3678.92,23.85,62.41
3679.97,23.88,62.39
3681.01,23.86,62.37
3682.05,23.83,62.36
3683.10,23.86,62.32
3684.14,23.83,62.35
3685.18,23.85,62.30
3686.23,23.83,62.31
3687.27,23.86,62.30
3688.31,23.85,62.30
3689.36,23.86,62.26
3690.40,23.85,62.27
3691.45,23.85,62.25
3692.49,23.86,62.24
3693.53,23.86,62.25
3694.58,23.85,62.23
3695.62,23.85,62.21
3696.66,23.80,62.19
3697.71,23.86,62.15
3698.75,23.86,62.17
3699.80,23.88,62.16
3700.84,23.85,62.17
3701.88,23.86,62.14
3702.93,23.86,62.12
3703.97,23.86,62.13
3705.01,23.83,62.09
3706.06,23.85,62.10
3707.10,23.85,62.09
3708.14,23.83,62.08
3709.19,23.83,62.07
3710.23,23.82,62.05
3711.28,23.85,62.05
3712.32,23.85,62.06
3713.36,23.82,62.00
3714.41,23.83,61.99
3715.45,23.82,61.98
3716.49,23.85,61.96
3717.54,23.86,61.99
3718.58,23.83,61.98
3719.62,23.85,61.96
3720.67,23.82,61.96
3721.71,23.80,61.90
3722.76,23.82,61.91
3723.80,23.82,61.89
3724.84,23.83,61.91
3725.89,23.82,61.88
3726.93,23.80,61.89
3727.97,23.82,61.88
3729.02,23.83,61.87
3730.06,23.83,61.85
3731.11,23.82,61.83
3732.15,23.82,61.81
3733.19,23.82,61.82
3734.24,23.83,61.81
3735.28,23.82,61.81
3736.32,23.80,61.81
3737.37,23.82,61.81
3738.41,23.83,61.79
3739.45,23.79,61.75
3740.50,23.83,61.74
3741.54,23.83,61.73
3742.59,23.82,61.71
3743.63,23.82,61.72
3744.67,23.79,61.69
3745.72,23.83,61.73
3746.76,23.82,61.72
3747.80,23.82,61.66
3748.85,23.80,61.67
3749.89,23.82,61.66
3750.93,23.80,61.65
3751.98,23.79,61.64
3753.02,23.79,61.63
3754.07,23.82,61.62
3755.11,23.79,61.64
3756.15,23.82,61.63
3757.20,23.80,61.62
3758.24,23.79,61.61
3759.28,23.82,61.62
3760.33,23.80,61.57
3761.37,23.79,61.57
3762.42,23.79,61.56
3763.46,23.80,61.55
3764.50,23.82,61.55
3765.55,23.79,61.52
3766.59,23.79,61.53
3767.63,23.80,61.52
3768.68,23.79,61.50
3769.72,23.80,61.52
3770.77,23.79,61.53
3771.81,23.80,61.47
3772.85,23.79,61.49
3773.90,23.79,61.44
3774.94,23.79,61.45
3775.98,23.79,61.45
3777.03,23.79,61.44
3778.07,23.80,61.44
3779.11,23.79,61.44
3780.16,23.78,61.40
3781.20,23.79,61.42
3782.25,23.79,61.41
3783.29,23.78,61.41
3784.33,23.79,61.35
3785.38,23.78,61.37
3786.42,23.79,61.37
3787.46,23.79,61.36
3788.51,23.79,61.37
3789.55,23.79,61.36
3790.59,23.78,61.31
3791.64,23.79,61.31
3792.68,23.79,61.32
3793.72,23.78,61.32
3794.77,23.76,61.32
3795.81,23.82,61.29
3796.86,23.75,61.30
3797.90,23.79,61.25
3798.94,23.79,61.30
3799.99,23.78,61.26
3801.03,23.78,61.27
3802.08,23.79,61.27
3803.12,23.78,61.22
3804.16,23.78,61.25
3805.20,23.78,61.23
3806.25,23.78,61.21
3807.29,23.76,61.24
3808.34,23.76,61.22
3809.38,23.76,61.19
3810.42,23.76,61.19
3811.47,23.75,61.19
3812.51,23.78,61.16
3813.56,23.78,61.16
3814.60,23.78,61.13
3815.64,23.75,61.13
3816.69,23.76,61.16
3817.73,23.78,61.16
3818.77,23.75,61.11
3819.82,23.75,61.15
3820.86,23.78,61.12
3821.90,23.75,61.12
3822.95,23.75,61.12
3823.99,23.75,61.10
3825.04,23.76,61.09
3826.08,23.73,61.08
3827.12,23.75,61.06
3828.17,23.75,61.05
3829.21,23.76,61.08
3830.25,23.72,61.06
3831.30,23.75,61.04
3832.34,23.73,61.07
3833.38,23.73,61.04
3834.43,23.75,61.01
3835.47,23.72,61.01
3836.52,23.75,61.06
3837.56,23.75,61.02
3838.60,23.76,61.00
3839.65,23.76,61.02
3840.69,23.75,61.02
3841.73,23.73,60.98
3842.78,23.70,60.98
3843.82,23.73,60.96
3844.87,23.73,60.96
3845.91,23.73,60.97
3846.95,23.72,60.97
3848.00,23.72,60.95
3849.04,23.73,60.91
3850.08,23.72,60.92
3851.13,23.70,60.92
3852.17,23.70,60.92
3853.21,23.70,60.92
3854.26,23.70,60.90
3855.30,23.70,60.90
3856.35,23.70,60.89
3857.39,23.70,60.89
3858.43,23.70,60.88
3859.48,23.69,60.87
3860.52,23.70,60.88
3861.56,23.72,60.87
3862.61,23.70,60.86
3863.65,23.70,60.84
3864.69,23.70,60.85
3865.74,23.69,60.84
3866.78,23.69,60.83
3867.83,23.72,60.80
3868.87,23.70,60.79
3869.91,23.70,60.79
3870.96,23.70,60.81
3872.00,23.70,60.78
3873.04,23.70,60.78
3874.09,23.69,60.77
3875.13,23.70,60.78
3876.17,23.72,60.75
3877.22,23.72,60.78
3878.26,23.68,60.75
3879.31,23.68,60.73
3880.35,23.68,60.75
3881.39,23.66,60.74
3882.44,23.66,60.76
3883.48,23.69,60.73
3884.52,23.70,60.75
3885.57,23.68,60.72
3886.61,23.69,60.71
3887.65,23.69,60.70
3888.70,23.68,60.69
3889.74,23.69,60.72
3890.79,23.66,60.65
3891.83,23.68,60.67
3892.87,23.65,60.66
3893.92,23.66,60.66
3894.96,23.65,60.66
3896.00,23.68,60.67
3897.05,23.66,60.64
3898.09,23.66,60.66
3899.14,23.66,60.63
3900.18,23.65,60.61
3901.22,23.65,60.61
3902.27,23.65,60.59
3903.31,23.68,60.64
3904.35,23.65,60.60
3905.40,23.65,60.61
3906.44,23.63,60.57
3907.48,23.63,60.58
3908.53,23.63,60.56
3909.57,23.63,60.57
3910.62,23.63,60.54
3911.66,23.65,60.54
3912.70,23.63,60.56
3913.75,23.62,60.53
3914.79,23.62,60.54
3915.83,23.62,60.56
3916.88,23.62,60.51
3917.92,23.61,60.53
3918.96,23.61,60.51
3920.01,23.61,60.51
3921.05,23.61,60.50
3922.10,23.62,60.48
3923.14,23.61,60.49
3924.18,23.62,60.47
3925.23,23.61,60.45
3926.27,23.59,60.45
3927.31,23.59,60.45
3928.36,23.58,60.46
3929.40,23.57,60.41
3930.44,23.59,60.44
3931.49,23.57,60.45
3932.53,23.57,60.43
3933.58,23.57,60.43
3934.62,23.59,60.43
3935.66,23.58,60.42
3936.71,23.58,60.40
3937.75,23.58,60.42
3938.79,23.57,60.42
3939.84,23.57,60.38
3940.88,23.57,60.40
3941.93,23.58,60.38
3942.97,23.54,60.36
3944.01,23.57,60.36
3945.06,23.57,60.33
3946.10,23.54,60.37
3947.14,23.55,60.31
3948.19,23.55,60.31
3949.23,23.58,60.33
3950.28,23.55,60.33
3951.32,23.58,60.33
3952.36,23.57,60.30
3953.41,23.58,60.29
3954.45,23.57,60.30
3955.49,23.55,60.30
3956.54,23.55,60.30
3957.58,23.55,60.29
3958.62,23.54,60.29
3959.67,23.55,60.28
3960.71,23.54,60.27
3961.76,23.57,60.27
3962.80,23.52,60.22
3963.84,23.52,60.24
3964.89,23.54,60.25
3965.93,23.51,60.25
3966.97,23.54,60.24
3968.02,23.54,60.20
3969.06,23.54,60.22
3970.11,23.51,60.22
3971.15,23.54,60.23
3972.19,23.51,60.22
3973.23,23.51,60.20
3974.28,23.52,60.20
3975.32,23.52,60.21
3976.37,23.49,60.17
3977.41,23.52,60.19
3978.45,23.51,60.18
3979.50,23.49,60.19
3980.54,23.51,60.14
3981.59,23.52,60.14
3982.63,23.51,60.16
3983.67,23.48,60.15
3984.72,23.48,60.13
3985.76,23.49,60.13
3986.80,23.52,60.14
3987.85,23.49,60.13
3988.89,23.45,60.08
3989.94,23.48,60.10
3990.98,23.49,60.11
3992.02,23.48,60.10
3993.07,23.51,60.12
3994.11,23.49,60.10
3995.15,23.51,60.06
3996.20,23.48,60.08
3997.24,23.49,60.09
3998.28,23.48,60.06
3999.33,23.51,60.05
4000.37,23.48,60.07
4001.42,23.49,60.03
4002.46,23.45,60.08
4003.50,23.47,60.03
4004.55,23.47,60.02
4005.59,23.47,59.98
4006.63,23.48,60.01
4007.68,23.48,60.02
4008.72,23.49,60.00
4009.76,23.47,59.99
4010.81,23.47,60.01
4011.85,23.45,59.98
4012.90,23.48,60.01
4013.94,23.47,59.99
4014.98,23.45,59.99
4016.03,23.44,59.97
4017.07,23.45,59.94
4018.11,23.44,59.98
4019.16,23.44,59.99
4020.20,23.42,59.94
4021.24,23.47,59.97
4022.29,23.42,59.95
4023.33,23.44,59.98
4024.38,23.44,59.92
4025.42,23.44,59.93
4026.46,23.42,59.93
4027.51,23.44,59.90
4028.55,23.44,59.91
4029.59,23.42,59.90
4030.64,23.42,59.88
4031.68,23.42,59.90
4032.72,23.44,59.90
4033.77,23.42,59.88
4034.81,23.44,59.88
4035.86,23.44,59.88
4036.90,23.42,59.88
4037.94,23.41,59.89
4038.99,23.42,59.89
4040.03,23.42,59.82
4041.07,23.42,59.84
4042.12,23.44,59.86
4043.16,23.42,59.84
4044.20,23.44,59.82
4045.25,23.41,59.81
4046.29,23.42,59.84
4047.34,23.42,59.79
4048.38,23.41,59.81
4049.42,23.42,59.82
4050.47,23.41,59.80
4051.51,23.41,59.78
4052.55,23.41,59.81
4053.60,23.42,59.80
4054.64,23.41,59.75
4055.69,23.41,59.77
4056.73,23.41,59.75
4057.77,23.41,59.77
4058.82,23.42,59.74
4059.86,23.42,59.78
4060.90,23.41,59.73
4061.95,23.41,59.76
4062.99,23.41,59.76
4064.03,23.41,59.72
4065.08,23.39,59.72
4066.12,23.42,59.70
4067.17,23.39,59.72
4068.21,23.42,59.70
4069.25,23.41,59.68
4070.30,23.39,59.71
4071.34,23.38,59.67
4072.38,23.39,59.68
4073.43,23.38,59.66
4074.47,23.39,59.68
4075.51,23.38,59.69
4076.56,23.39,59.70
4077.60,23.38,59.68
4078.65,23.37,59.62
4079.69,23.38,59.64
4080.73,23.37,59.66
4081.78,23.37,59.64
4082.82,23.35,59.63
4083.86,23.37,59.61
4084.91,23.38,59.60
4085.95,23.38,59.63
4087.00,23.37,59.62
4088.04,23.37,59.62
4089.08,23.37,59.59
4090.13,23.37,59.61
4091.17,23.37,59.58
4092.21,23.37,59.57
4093.26,23.34,59.56
4094.30,23.37,59.56
4095.34,23.37,59.55
4096.39,23.35,59.58
4097.43,23.37,59.57
4098.48,23.35,59.56
4099.52,23.35,59.56
4100.56,23.37,59.56
4101.61,23.38,59.52
4102.65,23.37,59.54
4103.69,23.38,59.55
4104.74,23.35,59.56
4105.78,23.35,59.55
4106.83,23.37,59.54
4107.87,23.37,59.51
4108.91,23.35,59.52
4109.96,23.37,59.51
4111.00,23.35,59.47
4112.04,23.37,59.47
4113.09,23.37,59.52
4114.13,23.35,59.49
4115.17,23.35,59.49
4116.22,23.34,59.47
4117.26,23.35,59.48
4118.31,23.38,59.47
4119.35,23.38,59.45
4120.39,23.35,59.44
4121.44,23.37,59.48
4122.48,23.35,59.43
4123.52,23.37,59.43
4124.57,23.37,59.44
4125.61,23.37,59.44
4126.65,23.37,59.42
4127.70,23.34,59.40
4128.74,23.37,59.40
4129.79,23.34,59.40
4130.83,23.37,59.40
4131.87,23.37,59.40
4132.92,23.35,59.39
4133.96,23.35,59.39
4135.00,23.35,59.37
4136.05,23.34,59.37
4137.09,23.35,59.34
4138.14,23.35,59.36
4139.18,23.34,59.35
4140.22,23.37,59.36
4141.27,23.34,59.37
4142.31,23.34,59.33
4143.35,23.35,59.33
4144.40,23.38,59.31
4145.44,23.34,59.31
4146.48,23.35,59.35
4147.53,23.37,59.31
4148.57,23.35,59.28
4149.62,23.35,59.31
4150.66,23.32,59.29
4151.70,23.34,59.34
4152.75,23.35,59.32
4153.79,23.34,59.30
4154.83,23.34,59.30
4155.88,23.32,59.28
4156.92,23.35,59.26
4157.97,23.32,59.27
4159.01,23.35,59.25
4160.05,23.34,59.26
4161.10,23.34,59.26
4162.14,23.32,59.24
4163.18,23.34,59.25
4164.23,23.37,59.25
4165.27,23.37,59.25
4166.31,23.34,59.24
4167.36,23.35,59.23
4168.40,23.34,59.21
4169.45,23.35,59.20
4170.49,23.34,59.21
4171.53,23.35,59.19
4172.58,23.34,59.19
4173.62,23.35,59.18
4174.66,23.34,59.19
4175.71,23.34,59.18
4176.75,23.35,59.19
4177.80,23.35,59.18
4178.84,23.32,59.17
4179.88,23.32,59.18
4180.93,23.32,59.14
4181.97,23.35,59.12
4183.01,23.35,59.18
4184.06,23.32,59.14
4185.10,23.32,59.14
4186.14,23.32,59.11
4187.19,23.31,59.14
4188.23,23.32,59.10
4189.28,23.35,59.13
4190.32,23.32,59.09
4191.36,23.32,59.09
4192.41,23.32,59.10
4193.45,23.31,59.12
4194.49,23.31,59.11
4195.54,23.32,59.10
4196.58,23.32,59.08
4197.62,23.34,59.08
4198.67,23.31,59.07
4199.71,23.32,59.06
4200.76,23.31,59.08
4201.80,23.32,59.05
4202.84,23.31,59.06
4203.89,23.31,59.04
4204.93,23.32,59.06
4205.97,23.32,59.03
4207.02,23.31,59.03
4208.06,23.31,59.00
4209.10,23.29,59.01
4210.15,23.29,59.00
4211.19,23.28,58.98
4212.24,23.29,59.02
4213.28,23.29,59.01
4214.32,23.28,59.00
4215.37,23.28,58.99
4216.41,23.28,59.00
4217.45,23.28,58.99
4218.50,23.28,58.95
4219.54,23.28,58.97
4220.58,23.28,58.97
4221.63,23.28,58.96
4222.67,23.29,59.00
4223.72,23.27,58.94
4224.76,23.28,58.93
4225.80,23.27,58.92
4226.85,23.27,58.91
4227.89,23.25,58.92
4228.93,23.27,58.90
4229.98,23.27,58.92
4231.02,23.27,58.92
4232.07,23.27,58.94
4233.11,23.27,58.90
4234.15,23.27,58.89
4235.20,23.27,58.89
4236.24,23.28,58.87
4237.28,23.28,58.88
4238.33,23.25,58.83
4239.37,23.24,58.86
4240.41,23.27,58.88
4241.46,23.27,58.86
4242.50,23.25,58.86
4243.55,23.27,58.84
4244.59,23.27,58.86
4245.63,23.25,58.84
4246.68,23.24,58.86
4247.72,23.27,58.86
4248.76,23.27,58.81
4249.81,23.25,58.81
4250.85,23.21,58.82
4251.89,23.22,58.79
4252.94,23.24,58.83
4253.98,23.22,58.80
4255.03,23.24,58.78
4256.07,23.24,58.77
4257.11,23.24,58.79
4258.16,23.24,58.74
4259.20,23.24,58.75
4260.24,23.27,58.76
4261.29,23.24,58.77
4262.33,23.27,58.75
4263.37,23.24,58.74
4264.42,23.22,58.77
4265.46,23.24,58.75
4266.51,23.24,58.77
4267.55,23.24,58.74
4268.59,23.22,58.75
4269.64,23.21,58.70
4270.68,23.21,58.72
4271.72,23.21,58.69
4272.77,23.22,58.69
4273.81,23.21,58.69
4274.85,23.20,58.70
4275.90,23.21,58.68
4276.94,23.22,58.68
4277.99,23.21,58.67
4279.03,23.20,58.70
4280.07,23.20,58.67
4281.12,23.21,58.65
4282.16,23.21,58.64
4283.20,23.20,58.66
4284.25,23.22,58.64
4285.29,23.21,58.61
4286.34,23.18,58.63
4287.38,23.18,58.65
4288.42,23.20,58.61
4289.47,23.20,58.60
4290.51,23.18,58.62
4291.55,23.20,58.61
4292.60,23.17,58.59
4293.64,23.18,58.61
4294.68,23.21,58.59
4295.73,23.20,58.60
4296.77,23.17,58.58
4297.82,23.18,58.57
4298.86,23.18,58.55
4299.90,23.17,58.56
4300.95,23.15,58.53
4301.99,23.17,58.54
4303.03,23.15,58.57
4304.08,23.15,58.53
4305.12,23.17,58.54
4306.16,23.15,58.53
4307.21,23.18,58.56
4308.25,23.14,58.52
4309.30,23.15,58.50
4310.34,23.15,58.51
4311.38,23.14,58.52
4312.43,23.15,58.50
4313.47,23.14,58.52
4314.51,23.17,58.47
4315.56,23.17,58.49
4316.60,23.15,58.48
4317.64,23.15,58.48
4318.69,23.15,58.48
4319.73,23.14,58.46
4320.78,23.17,58.48
4321.82,23.17,58.47
4322.86,23.15,58.44
4323.91,23.12,58.47
4324.95,23.12,58.47
4326.00,23.15,58.46
4327.04,23.12,58.43
4328.08,23.14,58.41
4329.12,23.15,58.42
4330.17,23.14,58.42
4331.21,23.12,58.41
4332.26,23.12,58.39
4333.30,23.12,58.39
4334.34,23.12,58.40
4335.39,23.12,58.38
4336.43,23.12,58.38
4337.47,23.11,58.38
4338.52,23.11,58.37
4339.56,23.12,58.39
4340.60,23.12,58.35
4341.65,23.12,58.34
4342.69,23.12,58.33
4343.74,23.11,58.32
4344.78,23.11,58.29
4345.82,23.11,58.38
4346.87,23.11,58.33
4347.91,23.11,58.32
4348.95,23.12,58.33
4350.00,23.12,58.33
4351.04,23.12,58.30
4352.09,23.10,58.31
4353.13,23.12,58.29
4354.17,23.11,58.29
4355.22,23.10,58.29
4356.26,23.12,58.31
4357.31,23.11,58.27
4358.35,23.10,58.27
4359.39,23.08,58.24
4360.43,23.12,58.25
4361.48,23.12,58.24
4362.52,23.10,58.25
4363.57,23.12,58.22
4364.61,23.10,58.25
4365.65,23.11,58.24
4366.70,23.11,58.22
4367.74,23.11,58.24
4368.79,23.11,58.21
4369.83,23.12,58.25
4370.87,23.11,58.21
4371.92,23.11,58.16
4372.96,23.11,58.18
4374.00,23.11,58.20
4375.05,23.11,58.22
4376.09,23.12,58.19
4377.14,23.11,58.18
4378.18,23.12,58.16
4379.22,23.11,58.20
4380.27,23.14,58.14
4381.31,23.12,58.16
4382.35,23.12,58.19
4383.40,23.11,58.13
4384.44,23.11,58.13
4385.48,23.11,58.16
4386.53,23.12,58.13
4387.57,23.12,58.11
4388.62,23.11,58.12
4389.66,23.14,58.10
4390.70,23.12,58.12
4391.75,23.08,58.10
4392.79,23.11,58.14
4393.83,23.11,58.11
4394.88,23.11,58.07
4395.92,23.10,58.13
4396.96,23.12,58.09
4398.01,23.10,58.07
4399.05,23.10,58.05
4400.10,23.11,58.02
4401.14,23.10,58.09
4402.18,23.12,58.06
4403.23,23.12,58.06
4404.27,23.11,58.06
4405.31,23.11,58.06
4406.36,23.12,58.00
4407.40,23.11,58.05
4408.44,23.11,58.04
4409.49,23.11,58.04
4410.53,23.11,58.03
4411.58,23.10,58.01
4412.62,23.10,58.00
4413.66,23.11,58.02
4414.71,23.11,58.00
4415.75,23.11,57.97
4416.79,23.10,57.99
4417.84,23.11,57.99
4418.88,23.11,57.96
4419.92,23.10,57.95
4420.97,23.12,57.99
4422.01,23.12,57.96
4423.06,23.12,57.99
4424.10,23.12,57.94
4425.14,23.10,57.95
4426.19,23.12,57.98
4427.23,23.10,57.92
4428.27,23.12,57.96
4429.32,23.12,57.95
4430.36,23.12,57.94
4431.41,23.12,57.91
4432.45,23.11,57.92
4433.49,23.11,57.94
4434.54,23.11,57.95
4435.58,23.11,57.94
4436.62,23.14,57.88
4437.67,23.11,57.91
4438.71,23.11,57.94
4439.75,23.12,57.89
4440.80,23.12,57.91
4441.84,23.14,57.88
4442.89,23.10,57.87
4443.93,23.12,57.88
4444.97,23.12,57.87
4446.02,23.12,57.86
4447.06,23.11,57.86
4448.10,23.12,57.82
4449.15,23.12,57.84
4450.19,23.10,57.82
4451.23,23.12,57.85
4452.28,23.10,57.84
4453.32,23.11,57.84
4454.37,23.14,57.82
4455.41,23.11,57.80
4456.45,23.14,57.84
4457.50,23.11,57.82
4458.54,23.11,57.81
4459.58,23.12,57.78
4460.63,23.14,57.80
4461.67,23.14,57.78
4462.71,23.12,57.79
4463.76,23.11,57.76
4464.80,23.12,57.80
4465.85,23.12,57.78
4466.89,23.12,57.79
4467.93,23.11,57.72
4468.98,23.14,57.73
4470.02,23.12,57.75
4471.06,23.12,57.77
4472.11,23.11,57.78
4473.15,23.10,57.74
4474.20,23.12,57.73
4475.24,23.11,57.73
4476.28,23.10,57.73
4477.33,23.11,57.72
4478.37,23.11,57.73
4479.41,23.11,57.71
4480.46,23.11,57.69
4481.50,23.11,57.68
4482.54,23.12,57.69
4483.59,23.11,57.66
4484.63,23.12,57.69
4485.68,23.10,57.68
4486.72,23.10,57.68
4487.76,23.12,57.68
4488.81,23.11,57.68
4489.85,23.11,57.65
4490.89,23.12,57.67
4491.94,23.12,57.67
4492.98,23.12,57.62
4494.03,23.12,57.65
4495.07,23.14,57.64
4496.11,23.15,57.67
4497.16,23.14,57.64
4498.20,23.14,57.64
4499.24,23.14,57.60
4500.29,23.14,57.62
4501.33,23.15,57.64
4502.37,23.15,57.62
4503.42,23.12,57.62
4504.46,23.12,57.62
4505.51,23.14,57.61
4506.55,23.15,57.62
4507.59,23.15,57.58
4508.64,23.15,57.62
4509.68,23.15,57.58
4510.72,23.15,57.58
4511.77,23.15,57.56
4512.81,23.17,57.56
4513.85,23.15,57.56
4514.90,23.17,57.56
4515.94,23.14,57.56
4516.99,23.14,57.54
4518.03,23.17,57.54
4519.07,23.15,57.55
4520.12,23.14,57.52
4521.16,23.15,57.54
4522.20,23.17,57.53
4523.25,23.12,57.51
4524.29,23.15,57.51
4525.34,23.14,57.48
4526.38,23.15,57.50
4527.42,23.14,57.48
4528.47,23.14,57.52
4529.51,23.15,57.49
4530.55,23.14,57.48
4531.60,23.15,57.48
4532.64,23.15,57.48
4533.68,23.14,57.47
4534.73,23.15,57.43
4535.77,23.17,57.46
4536.82,23.15,57.49
4537.86,23.15,57.45
4538.90,23.15,57.44
4539.95,23.17,57.45
4540.99,23.15,57.47
4542.03,23.17,57.46
4543.08,23.15,57.42
4544.12,23.18,57.42
4545.16,23.17,57.44
4546.21,23.15,57.42
4547.25,23.18,57.42
4548.30,23.17,57.42
4549.34,23.17,57.40
4550.38,23.17,57.40
4551.43,23.18,57.37
4552.47,23.20,57.40
4553.51,23.17,57.39
4554.56,23.18,57.40
4555.60,23.20,57.36
4556.64,23.18,57.40
4557.69,23.15,57.38
4558.73,23.20,57.35
4559.78,23.20,57.36
4560.82,23.18,57.37
4561.86,23.21,57.39
4562.91,23.20,57.36
4563.95,23.18,57.36
4565.00,23.20,57.35
